refund,19,3021959380 
refund,19,3021959586 
refund,19,3021959644 
refund,19,3021959700 
refund,19,3021959767 
refund,19,3021959870 
refund,19,3021959944 
refund,19,3021960001 
refund,19,3021960049 
refund,19,3021960287 
refund,19,3021960325 
refund,19,3021960398 
refund,19,3021960451 
refund,19,3021960525 
refund,19,3021960787 
refund,10,3021960928 
refund,10,3021960995 
refund,10,3021959369 
refund,10,3021959434 
refund,10,3021959764 
refund,70,3021959813 
refund,19,3021959860 
refund,19,3021959960 
refund,19,3021960059 
refund,10,3021960151 
refund,25,3021960429 
refund,20,3021960493 
refund,10,3021960605 
refund,15,3021960736 
refund,25,3021960900 
refund,30,3021960956 
refund,15,3021961016 
refund,30,3021961077 
refund,20,3021961124 
refund,20,3021961187 
refund,30,3021959480 
refund,15,3021959622 
refund,15,3021959766 
refund,15,3021959817 
refund,15,3021959979 
refund,15,3021960116 
refund,15,3021960231 
refund,15,3021960286 
refund,20,3021960386 
refund,20,3021960423 
refund,15,3021960469 
refund,20,3021960674 
refund,15,3021960994 
refund,10,3021961138 
refund,10,3021961404 
refund,10,3021961455 
refund,10,3021961512 
refund,10,3021961640 
refund,20,3021961690 
refund,10,3021961752 
refund,10,3021961851 
refund,10,3021959361 
refund,10,3021959462 
refund,10,3021959774 
refund,10,3021959873 
refund,10,3021959939 
refund,10,3021960002 
refund,10,3021960085 
refund,10,3021960142 
refund,19.99,3021960208 
refund,10,3021960273 
refund,10,3021960358 
refund,10,3021960440 
refund,10,3021960602 
refund,10,3021960651 
refund,10,3021960715 
refund,10,3021960767 
refund,10,3021960830 
refund,10,3021960880 
refund,10,3021960939 
refund,10,3021961062 
refund,10,3021961161 
refund,10,3021961393 
refund,10,3021961589 
refund,10,3021961734 
refund,10,3021961844 
refund,19,3021959484 
refund,10,3021959553 
refund,10,3021959611 
refund,10,3021959720 
refund,39.98,3021959769 
refund,10,3021959885 
refund,10,3021960087 
refund,10,3021960128 
refund,10,3021960176 
refund,10,3021960339 
refund,18,3021960380 
refund,10,3021960502 
refund,10,3021960797 
refund,19.99,3021960852 
refund,10,3021960978 
refund,10,3021961036 
refund,10,3021961092 
refund,10,3021961146 
refund,10,3021961285 
refund,10,3021961336 
refund,10,3021961387 
refund,10,3021961438 
refund,19,3021961490 
refund,10,3021961544 
refund,10,3021961686 
refund,10,3021961902 
refund,10,3021961967 
refund,10,3021959441 
refund,10,3021959504 
refund,10,3021959590 
refund,10,3021959742 
refund,10,3021959796 
refund,10,3021959864 
refund,19.99,3021959929 
refund,10,3021959971 
refund,10,3021960043 
refund,10,3021960101 
refund,10,3021960168 
refund,10,3021960276 
refund,10,3021960421 
refund,10,3021960585 
refund,10,3021960632 
refund,10,3021960734 
refund,10,3021960818 
refund,10,3021960867 
refund,10,3021960920 
refund,10,3021960970 
refund,10,3021961037 
refund,10,3021961093 
refund,10,3021961152 
refund,10,3021961210 
refund,10,3021961264 
refund,10,3021961348 
refund,10,3021961397 
refund,10,3021961667 
refund,10,3021961726 
refund,10,3021961782 
refund,10,3021961912 
refund,10,3021959428 
refund,10,3021959488 
refund,10,3021959542 
refund,10,3021959732 
refund,10,3021959780 
refund,10,3021959828 
refund,10,3021959889 
refund,10,3021959948 
refund,10,3021960070 
refund,19.99,3021960175 
refund,24,3021960258 
refund,10,3021960350 
refund,10,3021960404 
refund,10,3021960491 
refund,10,3021960652 
refund,10,3021960708 
refund,10,3021960806 
refund,10,3021960873 
refund,10,3021960934 
refund,10,3021960975 
refund,10,3021961043 
refund,10,3021961105 
refund,10,3021961167 
refund,10,3021961217 
refund,10,3021961259 
refund,10,3021961363 
refund,10,3021961418 
refund,10,3021961465 
refund,10,3021961517 
refund,10,3021961653 
refund,10,3021961740 
refund,10,3021961794 
refund,10,3021961861 
refund,10,3021961908 
refund,10,3021959365 
refund,10,3021959450 
refund,10,3021959506 
refund,10,3021959610 
refund,10,3021959714 
refund,19,3021959771 
refund,10,3021959832 
refund,10,3021959896 
refund,10,3021959945 
refund,10,3021960003 
refund,10,3021960057 
refund,10,3021960165 
refund,10,3021960236 
refund,10,3021960320 
refund,10,3021960375 
refund,10,3021960521 
refund,10,3021960680 
refund,10,3021960794 
refund,10,3021960849 
refund,10,3021960902 
refund,10,3021960954 
refund,10,3021961002 
refund,10,3021961103 
refund,10,3021961171 
refund,10,3021961273 
refund,10,3021961384 
refund,10,3021961489 
refund,10,3021961539 
refund,10,3021961635 
refund,15,3021961821 
refund,10,3021959454 
refund,10,3021959507 
refund,10,3021959557 
refund,10,3021959609 
refund,10,3021959665 
refund,10,3021959719 
refund,10,3021959776 
refund,10,3021959823 
refund,10,3021959946 
refund,10,3021959997 
refund,10,3021960147 
refund,25,3021960266 
refund,10,3021960415 
refund,10,3021960479 
refund,10,3021960536 
refund,10,3021960593 
refund,19.99,3021960753 
refund,10,3021960815 
refund,10,3021960907 
refund,10,3021960962 
refund,19.99,3021961028 
refund,10,3021961079 
refund,10,3021961236 
refund,10,3021961281 
refund,10,3021961428 
refund,10,3021961481 
refund,10,3021961531 
refund,10,3021961581 
refund,10,3021961633 
refund,10,3021961692 
refund,10,3021961807 
refund,10,3021959359 
refund,10,3021959424 
refund,18,3021959535 
refund,10,3021959745 
refund,10,3021959795 
refund,10,3021959852 
refund,18,3021959920 
refund,10,3021959964 
refund,10,3021960024 
refund,10,3021960065 
refund,10,3021960119 
refund,10,3021960344 
refund,10,3021960393 
refund,10,3021960430 
refund,10,3021960580 
refund,19,3021960646 
refund,10,3021960704 
refund,19.99,3021960780 
refund,10,3021960922 
refund,10,3021960972 
refund,10,3021961026 
refund,10,3021961209 
refund,19,3021961297 
refund,10,3021961471 
refund,10,3021961520 
refund,10,3021961560 
refund,10,3021961791 
refund,10,3021959372 
refund,10,3021959433 
refund,10,3021959496 
refund,10,3021959547 
refund,10,3021959592 
refund,10,3021959697 
refund,10,3021960040 
refund,10,3021960104 
refund,10,3021960249 
refund,10,3021960299 
refund,10,3021960348 
refund,10,3021960453 
refund,10,3021960514 
refund,10,3021960571 
refund,10,3021960630 
refund,10,3021960683 
refund,10,3021960789 
refund,19.99,3021960894 
refund,19,3021961015 
refund,10,3021961067 
refund,29,3021961117 
refund,10,3021961213 
refund,10,3021961261 
refund,19,3021961311 
refund,10,3021961411 
refund,24,3021961511 
refund,10,3021961704 
refund,10,3021961764 
refund,10,3021961867 
refund,10,3021959358 
refund,10,3021959435 
refund,10,3021959498 
refund,10,3021959550 
refund,10,3021959602 
refund,10,3021959661 
refund,10,3021959723 
refund,20,3021959781 
refund,10,3021959928 
refund,10,3021959977 
refund,10,3021960035 
refund,20,3021960097 
refund,10,3021960146 
refund,10,3021960259 
refund,10,3021960306 
refund,10,3021960354 
refund,10,3021960495 
refund,10,3021960613 
refund,10,3021960666 
refund,10,3021960719 
refund,10,3021960783 
refund,10,3021960828 
refund,10,3021960883 
refund,10,3021960990 
refund,18,3021961195 
refund,10,3021961249 
refund,10,3021961451 
refund,10,3021961514 
refund,10,3021961611 
refund,10,3021961753 
refund,10,3021961808 
refund,10,3021959366 
refund,10,3021959437 
refund,10,3021959591 
refund,19,3021959651 
refund,10,3021959712 
refund,10,3021959775 
refund,10,3021959819 
refund,19,3021959969 
refund,29,3021960032 
refund,10,3021960123 
refund,19.99,3021960167 
refund,10,3021960336 
refund,10,3021960389 
refund,10,3021960483 
refund,19.99,3021960549 
refund,10,3021960624 
refund,19,3021960721 
refund,10,3021960779 
refund,10,3021960842 
refund,19,3021961053 
refund,10,3021961216 
refund,10,3021961312 
refund,10,3021961352 
refund,10,3021961401 
refund,10,3021961513 
refund,10,3021961561 
refund,10,3021961620 
refund,10,3021961671 
refund,19,3021961708 
refund,10,3021961762 
refund,10,3021959375 
refund,10,3021959489 
refund,10,3021959540 
refund,10,3021959642 
refund,10,3021959768 
refund,10,3021959980 
refund,10,3021960082 
refund,19,3021960283 
refund,10,3021960330 
refund,10,3021960369 
refund,10,3021960422 
refund,10,3021960476 
refund,10,3021960723 
refund,10,3021960847 
refund,10,3021960953 
refund,10,3021961040 
refund,10,3021961287 
refund,10,3021961338 
refund,10,3021961433 
refund,10,3021961545 
refund,10,3021961645 
refund,10,3021959357 
refund,10,3021959513 
refund,10,3021959617 
refund,10,3021959704 
refund,10,3021959844 
refund,10,3021959931 
refund,10,3021960022 
refund,10,3021960086 
refund,10,3021960177 
refund,10,3021960322 
refund,10,3021960409 
refund,10,3021960465 
refund,10,3021960513 
refund,10,3021960633 
refund,10,3021960709 
refund,10,3021961132 
refund,10,3021961351 
refund,10,3021961395 
refund,10,3021961573 
refund,10,3021961725 
refund,10,3021961816 
refund,10,3021959354 
refund,10,3021959531 
refund,10,3021959721 
refund,10,3021959799 
refund,10,3021959855 
refund,10,3021959970 
refund,10,3021960220 
refund,10,3021960285 
refund,10,3021960373 
refund,10,3021960458 
refund,10,3021960565 
refund,10,3021960628 
refund,10,3021960673 
refund,10,3021961578 
refund,10,3021961691 
refund,10,3021961745 
refund,10,3021961888 
refund,10,3021961926 
refund,10,3021961953 
refund,10,3021962015 
refund,10,3021962075 
refund,10,3021962214 
refund,10,3021962241 
refund,10,3021962328 
refund,10,3021959367 
refund,10,3021959485 
refund,10,3021959548 
refund,10,3021959696 
refund,10,3021959749 
refund,10,3021959800 
refund,10,3021959850 
refund,10,3021959966 
refund,49.99,3021960019 
refund,10,3021960080 
refund,10,3021960160 
refund,15,3021960332 
refund,10,3021960506 
refund,10,3021960800 
refund,10,3021960903 
refund,10,3021961029 
refund,10,3021961090 
refund,10,3021961367 
refund,10,3021961464 
refund,10,3021961519 
refund,10,3021961604 
refund,10,3021961651 
refund,10,3021961701 
refund,10,3021961758 
refund,10,3021961824 
refund,10,3021961898 
refund,10,3021959356 
refund,10,3021959482 
refund,10,3021959580 
refund,10,3021959649 
refund,10,3021959722 
refund,10,3021959773 
refund,10,3021959815 
refund,10,3021959859 
refund,10,3021960036 
refund,10,3021960184 
refund,10,3021960270 
refund,10,3021960319 
refund,10,3021960532 
refund,10,3021960598 
refund,10,3021960650 
refund,10,3021960845 
refund,10,3021960893 
refund,10,3021960966 
refund,10,3021961018 
refund,10,3021961113 
refund,10,3021961174 
refund,10,3021961269 
refund,10,3021961409 
refund,10,3021961466 
refund,10,3021961515 
refund,10,3021961710 
refund,10,3021961811 
refund,10,3021959351 
refund,10,3021959422 
refund,10,3021959606 
refund,10,3021959756 
refund,10,3021960017 
refund,10,3021960089 
refund,10,3021960143 
refund,15,3021960309 
refund,10,3021960452 
refund,10,3021960510 
refund,10,3021960729 
refund,10,3021960801 
refund,10,3021960864 
refund,10,3021960908 
refund,10,3021961009 
refund,10,3021961087 
refund,10,3021961237 
refund,10,3021961335 
refund,10,3021961376 
refund,10,3021961475 
refund,10,3021961580 
refund,10,3021961804 
refund,10,3021961876 
refund,10,3021959400 
refund,10,3021959517 
refund,10,3021959616 
refund,10,3021959724 
refund,10,3021959791 
refund,10,3021959996 
refund,24,3021960149 
refund,10,3021960215 
refund,10,3021960308 
refund,10,3021960470 
refund,10,3021960526 
refund,10,3021960700 
refund,10,3021960775 
refund,10,3021960826 
refund,15,3021960965 
refund,15,3021961031 
refund,15,3021961194 
refund,15,3021961339 
refund,15,3021961435 
refund,25,3021961532 
refund,15,3021961596 
refund,12.42,3021961678 
refund,25,3021961785 
refund,15,3021961857 
refund,15,3021959353 
refund,15,3021959421 
refund,15,3021959524 
refund,15,3021959573 
refund,15,3021959645 
refund,15,3021959698 
refund,15,3021959760 
refund,15,3021959808 
refund,15,3021960004 
refund,15,3021960053 
refund,25,3021960108 
refund,25,3021960197 
refund,15,3021960257 
refund,15,3021960450 
refund,15,3021960501 
refund,15,3021961147 
refund,15,3021961318 
refund,15,3021961362 
refund,15,3021961414 
refund,15,3021961461 
refund,15,3021961518 
refund,15,3021959348 
refund,15,3021959463 
refund,15,3021959529 
refund,15,3021959772 
refund,15,3021959820 
refund,15,3021960083 
refund,15,3021960134 
refund,15,3021960188 
refund,15,3021960572 
refund,15,3021960745 
refund,15,3021960973 
refund,15,3021961075 
refund,15,3021961128 
refund,15,3021961178 
refund,15,3021961233 
refund,15,3021961276 
refund,15,3021961527 
refund,15,3021961614 
refund,15,3021961672 
refund,15,3021961806 
refund,15,3021961859 
refund,15,3021959346 
refund,15,3021959397 
refund,25,3021959461 
refund,15,3021959519 
refund,15,3021959618 
refund,15,3021959671 
refund,10,3021959812 
refund,10,3021959856 
refund,10,3021959910 
refund,10,3021959958 
refund,10,3021960056 
refund,10,3021960328 
refund,25,3021960454 
refund,10,3021960550 
refund,10,3021960639 
refund,10,3021960833 
refund,10,3021961164 
refund,10,3021961316 
refund,10,3021961364 
refund,10,3021961507 
refund,10,3021959497 
refund,10,3021959552 
refund,10,3021959601 
refund,10,3021959707 
refund,10,3021960007 
refund,10,3021960118 
refund,10,3021960298 
refund,10,3021960432 
refund,10,3021960695 
refund,10,3021960813 
refund,10,3021961063 
refund,10,3021961123 
refund,10,3021961231 
refund,10,3021961377 
refund,10,3021961427 
refund,10,3021961526 
refund,25,3021961718 
refund,10,3021961768 
refund,10,3021961896 
refund,10,3021959344 
refund,10,3021959426 
refund,10,3021959474 
refund,10,3021959585 
refund,10,3021959678 
refund,10,3021959779 
refund,10,3021959821 
refund,10,3021959879 
refund,10,3021959985 
refund,10,3021960124 
refund,10,3021960365 
refund,10,3021960444 
refund,10,3021960676 
refund,10,3021960725 
refund,10,3021960931 
refund,10,3021960999 
refund,10,3021961085 
refund,10,3021961136 
refund,10,3021961277 
refund,10,3021961333 
refund,10,3021961436 
refund,10,3021961771 
refund,10,3021961873 
refund,10,3021961922 
refund,10,3021961965 
refund,10,3021962040 
refund,10,3021959342 
refund,19,3021959560 
refund,10,3021959746 
refund,10,3021959848 
refund,10,3021959924 
refund,10,3021960081 
refund,10,3021960137 
refund,10,3021960269 
refund,10,3021960313 
refund,10,3021960399 
refund,10,3021960498 
refund,10,3021960558 
refund,10,3021960718 
refund,10,3021960781 
refund,10,3021960840 
refund,10,3021960888 
refund,10,3021960945 
refund,10,3021961208 
refund,25,3021961310 
refund,10,3021961358 
refund,10,3021961454 
refund,10,3021961617 
refund,10,3021961673 
refund,10,3021961903 
refund,10,3021959404 
refund,10,3021959468 
refund,10,3021959533 
refund,10,3021959593 
refund,10,3021959692 
refund,10,3021959954 
refund,10,3021960133 
refund,10,3021960190 
refund,10,3021960296 
refund,25,3021960555 
refund,10,3021960619 
refund,10,3021960740 
refund,10,3021960983 
refund,10,3021961094 
refund,10,3021961241 
refund,10,3021961349 
refund,10,3021961390 
refund,10,3021961534 
refund,10,3021961769 
refund,10,3021959347 
refund,25,3021959420 
refund,10,3021959834 
refund,10,3021959887 
refund,10,3021960144 
refund,10,3021960187 
refund,10,3021960229 
refund,10,3021960371 
refund,10,3021960418 
refund,10,3021960527 
refund,10,3021960581 
refund,10,3021960636 
refund,10,3021960689 
refund,10,3021960741 
refund,10,3021960865 
refund,10,3021960974 
refund,10,3021961182 
refund,10,3021961244 
refund,10,3021961289 
refund,10,3021961383 
refund,10,3021961442 
refund,10,3021961591 
refund,10,3021961693 
refund,10,3021961754 
refund,10,3021961858 
refund,10,3021959345 
refund,10,3021959406 
refund,10,3021959464 
refund,10,3021959608 
refund,10,3021959784 
refund,10,3021959877 
refund,10,3021959937 
refund,10,3021960026 
refund,10,3021960074 
refund,10,3021960171 
refund,10,3021960221 
refund,10,3021960316 
refund,10,3021960378 
refund,10,3021960417 
refund,10,3021960535 
refund,10,3021960595 
refund,10,3021960649 
refund,10,3021960742 
refund,10,3021960910 
refund,10,3021961001 
refund,10,3021961057 
refund,10,3021961226 
refund,10,3021961271 
refund,10,3021961325 
refund,10,3021961413 
refund,10,3021961468 
refund,10,3021961522 
refund,10,3021961622 
refund,10,3021959427 
refund,10,3021959478 
refund,10,3021959527 
refund,10,3021959701 
refund,10,3021959794 
refund,10,3021959854 
refund,10,3021960009 
refund,10,3021960261 
refund,25,3021960324 
refund,10,3021960411 
refund,10,3021960570 
refund,10,3021960744 
refund,10,3021960812 
refund,10,3021960905 
refund,10,3021960958 
refund,10,3021961071 
refund,10,3021961212 
refund,10,3021961263 
refund,10,3021961326 
refund,10,3021961429 
refund,10,3021961493 
refund,10,3021961628 
refund,10,3021961674 
refund,10,3021961789 
refund,10,3021959341 
refund,10,3021959415 
refund,10,3021959525 
refund,10,3021959583 
refund,10,3021959626 
refund,10,3021959689 
refund,10,3021959758 
refund,25,3021959901 
refund,25,3021959950 
refund,10,3021960034 
refund,10,3021960543 
refund,10,3021960597 
refund,10,3021960638 
refund,10,3021960733 
refund,10,3021960955 
refund,10,3021961008 
refund,10,3021961064 
refund,10,3021961223 
refund,10,3021961274 
refund,10,3021961473 
refund,10,3021961548 
refund,10,3021961647 
refund,10,3021961707 
refund,10,3021961756 
refund,10,3021959350 
refund,10,3021959405 
refund,10,3021959522 
refund,10,3021959575 
refund,10,3021959639 
refund,10,3021959793 
refund,10,3021959839 
refund,10,3021959904 
refund,10,3021959967 
refund,10,3021960042 
refund,10,3021960102 
refund,10,3021960150 
refund,10,3021960314 
refund,10,3021960356 
refund,10,3021960459 
refund,10,3021960569 
refund,10,3021960681 
refund,25,3021960722 
refund,10,3021960854 
refund,10,3021960917 
refund,10,3021961050 
refund,10,3021961108 
refund,10,3021961250 
refund,10,3021961342 
refund,10,3021961563 
refund,10,3021961615 
refund,10,3021961875 
refund,10,3021961283 
refund,10,3021961366 
refund,19,3021962703 
refund,10,3021962290 
refund,10,3021962344 
refund,10,3021961980 
refund,10,3021962062 
refund,10,3021962137 
refund,10,3021962163 
refund,10,3021962339 
refund,10,3021961832 
refund,10,3021961918 
refund,10,3021961951 
